Unnamed: 0,Num,case_filed,city,area,crime_description,age,sex,weapon,domain,police_department,closed
27780,27781,03-03-2023 12:00,Ahmedabad,226,DRUG OFFENSE,74.0,F,Blunt Object,Other Crime,8.0,Yes
34172,34173,11-24-2023 20:00,Vasai,371,DRUG OFFENSE,33.0,F,Explosives,Other Crime,11.0,Yes
2420,2421,04-10-2020 20:00,Chennai,592,ROBBERY,23.0,M,Knife,Violent Crime,15.0,No
24983,24984,11-06-2022 23:00,Bangalore,542,ROBBERY,46.0,M,Firearm,Violent Crime,8.0,Yes
18861,18862,02-24-2022 21:00,Pune,409,ARSON,78.0,X,Explosives,Fire Accident,2.0,No
2077,2078,03-27-2020 13:00,Kalyan,210,FRAUD,39.0,M,Poison,Other Crime,8.0,No
22066,22067,07-08-2022 10:00,Surat,309,ILLEGAL POSSESSION,30.0,M,,Other Crime,1.0,Yes
16843,16844,12-02-2021 19:00,Pune,437,SEXUAL ASSAULT,18.0,X,Poison,Violent Crime,14.0,Yes
17657,17658,01-05-2022 17:00,Chennai,408,COUNTERFEITING,45.0,M,Poison,Other Crime,9.0,Yes
38832,38833,06-06-2024 00:00,Delhi,347,PUBLIC INTOXICATION,24.0,F,Poison,Other Crime,6.0,No
23740,23741,09-16-2022 04:00,Nagpur,259,KIDNAPPING,88.9,F,Blunt Object,Other Crime,28.9,No
4189,4190,06-23-2020 13:00,Bangalore,355,CYBERCRIME,73.0,F,Blunt Object,Other Crime,18.0,No
9120,9121,01-15-2021 00:00,Jaipur,168,ARSON,10.0,F,Other,Fire Accident,5.0,No
17821,17822,01-12-2022 13:00,Delhi,367,FIREARM OFFENSE,44.0,X,Other,Fire Accident,13.0,No
11983,11984,05-14-2021 07:00,Ahmedabad,486,KIDNAPPING,31.0,F,Firearm,Other Crime,7.0,Yes
32894,32895,10-02-2023 14:00,Bangalore,319,FIREARM OFFENSE,32.9,M,,Fire Accident,-3.1000000000000005,No
9610,9611,02-04-2021 10:00,Pune,576,ILLEGAL POSSESSION,70.0,F,Firearm,Other Crime,10.0,No
35398,35399,01-14-2024 22:00,Delhi,219,COUNTERFEITING,63.9,F,Knife,Other Crime,-3.1000000000000005,Yes
3084,3085,05-08-2020 12:00,Vasai,227,EXTORTION,34.0,F,Explosives,Other Crime,13.0,Yes
17461,17462,12-28-2021 13:00,Lucknow,254,HOMICIDE,59.0,X,Firearm,Other Crime,6.0,Yes
17390,17391,12-25-2021 14:00,Chennai,301,FRAUD,31.0,M,Poison,Other Crime,6.0,Yes
3170,3171,05-12-2020 02:00,Delhi,398,FRAUD,54.0,M,Other,Other Crime,17.0,Yes
33283,33284,10-18-2023 19:00,Delhi,326,HOMICIDE,48.0,F,Explosives,Other Crime,3.0,No
30423,30424,06-21-2023 15:00,Mumbai,187,ROBBERY,75.0,F,Poison,Violent Crime,1.0,No
13833,13834,07-30-2021 09:00,Lucknow,364,SHOPLIFTING,73.0,F,,Other Crime,4.0,No
38885,38886,06-08-2024 05:00,Chennai,178,ASSAULT,14.0,F,Other,Violent Crime,11.0,No
14604,14605,08-31-2021 12:00,Chennai,472,DRUG OFFENSE,58.0,F,,Other Crime,3.0,Yes
16053,16054,10-30-2021 21:00,Thane,502,IDENTITY THEFT,60.0,M,Explosives,Violent Crime,8.0,Yes
29996,29997,06-03-2023 20:00,Meerut,383,BURGLARY,15.0,M,Other,Other Crime,13.0,Yes
32775,32776,09-27-2023 15:00,Vasai,428,SHOPLIFTING,46.0,F,Knife,Other Crime,19.0,No
27626,27627,02-25-2023 02:00,Mumbai,289,CYBERCRIME,21.0,M,Blunt Object,Other Crime,18.0,No
20026,20027,04-14-2022 10:00,Pune,314,SHOPLIFTING,57.0,X,Blunt Object,Other Crime,19.0,Yes
5741,5742,08-27-2020 05:00,Delhi,334,EXTORTION,29.0,F,Firearm,Other Crime,2.0,Yes
12485,12486,06-04-2021 05:00,Bangalore,235,VEHICLE - STOLEN,66.0,F,,Violent Crime,11.0,No
15121,15122,09-22-2021 01:00,Kanpur,168,SEXUAL ASSAULT,27.0,F,Blunt Object,Violent Crime,3.0,Yes
7505,7506,11-08-2020 17:00,Mumbai,581,FRAUD,31.0,M,Poison,Other Crime,6.0,Yes
2263,2264,04-04-2020 07:00,Kalyan,133,VEHICLE - STOLEN,45.0,F,Poison,Violent Crime,18.0,No
16632,16633,11-24-2021 00:00,Delhi,144,HOMICIDE,52.0,F,Blunt Object,Other Crime,10.0,No
36587,36588,03-04-2024 11:00,Bangalore,478,KIDNAPPING,31.0,M,Knife,Other Crime,18.0,No
19101,19102,03-06-2022 21:00,Chennai,281,SHOPLIFTING,13.0,X,Other,Other Crime,10.0,Yes
3925,3926,06-12-2020 13:00,Delhi,364,SEXUAL ASSAULT,46.0,F,Other,Violent Crime,10.0,No
11186,11187,04-11-2021 02:00,Visakhapatnam,208,FRAUD,57.900000000000006,F,Other,Other Crime,32.900000000000006,Yes
28917,28918,04-19-2023 21:00,Hyderabad,476,EXTORTION,64.0,M,Explosives,Other Crime,2.0,No
15344,15345,10-01-2021 08:00,Kolkata,597,TRAFFIC VIOLATION,78.0,F,Explosives,Traffic Fatality,3.0,No
17173,17174,12-16-2021 13:00,Jaipur,440,DRUG OFFENSE,17.0,F,Blunt Object,Other Crime,1.0,No
16909,16910,12-05-2021 13:00,Mumbai,175,VEHICLE - STOLEN,45.0,X,Knife,Violent Crime,19.0,No
23803,23804,09-18-2022 19:00,Jaipur,468,KIDNAPPING,31.0,F,Knife,Other Crime,12.0,Yes
27782,27783,03-03-2023 14:00,Kolkata,482,KIDNAPPING,77.0,M,Explosives,Other Crime,11.0,Yes
34838,34839,12-22-2023 14:00,Bangalore,347,PUBLIC INTOXICATION,53.0,F,,Other Crime,11.0,No
4637,4638,07-12-2020 05:00,Kanpur,472,VEHICLE - STOLEN,40.0,F,Poison,Violent Crime,17.0,Yes
19500,19501,03-23-2022 12:00,Mumbai,502,ROBBERY,56.0,F,Poison,Violent Crime,14.0,No
12431,12432,06-01-2021 23:00,Hyderabad,360,CYBERCRIME,63.0,F,,Other Crime,2.0,No
22825,22826,08-09-2022 01:00,Jaipur,172,FIREARM OFFENSE,42.0,M,Blunt Object,Fire Accident,7.0,Yes
24522,24523,10-18-2022 18:00,Lucknow,383,FIREARM OFFENSE,10.0,F,Other,Fire Accident,7.0,No
30719,30720,07-03-2023 23:00,Nashik,215,DOMESTIC VIOLENCE,23.0,M,Firearm,Violent Crime,9.0,Yes
37245,37246,03-31-2024 21:00,Ahmedabad,122,TRAFFIC VIOLATION,32.0,F,Firearm,Traffic Fatality,5.0,No
514,515,01-22-2020 10:00,Jaipur,404,COUNTERFEITING,43.0,F,Other,Other Crime,3.0,Yes
20422,20423,04-30-2022 22:00,Mumbai,525,SHOPLIFTING,11.0,X,Blunt Object,Other Crime,14.0,Yes
162,163,01-07-2020 18:00,Pune,589,SHOPLIFTING,39.0,F,Knife,Other Crime,15.0,No
35050,35051,12-31-2023 10:00,Pune,561,DOMESTIC VIOLENCE,73.0,F,Poison,Violent Crime,17.0,Yes
12904,12905,06-21-2021 16:00,Indore,531,DRUG OFFENSE,47.0,M,Explosives,Other Crime,4.0,Yes
36533,36534,03-02-2024 05:00,Bhopal,101,ASSAULT,61.0,F,,Violent Crime,2.0,No
5107,5108,07-31-2020 19:00,Pune,551,ASSAULT,18.0,F,Poison,Violent Crime,3.0,No
8074,8075,12-02-2020 10:00,Chennai,410,ARSON,39.0,F,Other,Fire Accident,10.0,No
35055,35056,12-31-2023 15:00,Delhi,456,DRUG OFFENSE,29.0,M,Explosives,Other Crime,8.0,No
21727,21728,06-24-2022 07:00,Indore,146,HOMICIDE,20.0,F,Poison,Other Crime,10.0,No
26385,26386,01-04-2023 09:00,Delhi,581,CYBERCRIME,20.0,F,Other,Other Crime,15.0,No
16974,16975,12-08-2021 06:00,Mumbai,521,DOMESTIC VIOLENCE,20.0,M,Knife,Violent Crime,16.0,No
11170,11171,04-10-2021 10:00,Kolkata,234,IDENTITY THEFT,8.899999999999999,F,,Violent Crime,9.9,No
250,251,01-11-2020 10:00,Delhi,342,FIREARM OFFENSE,45.0,F,Other,Fire Accident,13.0,No
32859,32860,10-01-2023 03:00,Vasai,539,VEHICLE - STOLEN,60.0,F,Knife,Violent Crime,12.0,No
33909,33910,11-13-2023 21:00,Hyderabad,430,BURGLARY,59.0,M,Other,Other Crime,19.0,Yes
21688,21689,06-22-2022 16:00,Visakhapatnam,561,EXTORTION,26.0,M,,Other Crime,2.0,No
21397,21398,06-10-2022 13:00,Agra,536,ILLEGAL POSSESSION,48.0,F,Poison,Other Crime,18.0,Yes
9763,9764,02-10-2021 19:00,Pune,156,ROBBERY,35.0,M,Firearm,Violent Crime,16.0,No
24480,24481,10-17-2022 00:00,Kolkata,490,ILLEGAL POSSESSION,72.0,M,,Other Crime,8.0,Yes
21687,21688,06-22-2022 15:00,Hyderabad,230,FRAUD,39.0,M,Knife,Other Crime,9.0,No
8303,8304,12-11-2020 23:00,Bangalore,271,HOMICIDE,57.9,F,Explosives,Other Crime,-2.1000000000000005,Yes
27110,27111,02-03-2023 14:00,Mumbai,370,DRUG OFFENSE,32.0,M,Knife,Other Crime,15.0,No
31189,31190,07-23-2023 13:00,Delhi,261,HOMICIDE,58.0,F,Explosives,Other Crime,7.0,Yes
18905,18906,02-26-2022 17:00,Chennai,241,EXTORTION,54.0,F,Poison,Other Crime,6.0,Yes
14866,14867,09-11-2021 10:00,Hyderabad,551,IDENTITY THEFT,22.0,M,Poison,Violent Crime,9.0,No
4753,4754,07-17-2020 01:00,Chennai,597,ARSON,54.0,F,Poison,Fire Accident,12.0,No
8294,8295,12-11-2020 14:00,Mumbai,103,SEXUAL ASSAULT,53.0,F,Poison,Violent Crime,5.0,No
11871,11872,05-09-2021 15:00,Kolkata,273,ASSAULT,10.0,M,Firearm,Violent Crime,8.0,No
4079,4080,06-18-2020 23:00,Bangalore,526,ROBBERY,24.0,M,Other,Violent Crime,2.0,Yes
24060,24061,09-29-2022 12:00,Ludhiana,556,ILLEGAL POSSESSION,75.0,F,,Other Crime,16.0,Yes
15848,15849,10-22-2021 08:00,Delhi,288,EXTORTION,55.0,M,Other,Other Crime,11.0,Yes
36937,36938,03-19-2024 01:00,Bangalore,228,DRUG OFFENSE,12.0,F,Poison,Other Crime,4.0,Yes
17801,17802,01-11-2022 17:00,Jaipur,545,VEHICLE - STOLEN,40.0,X,Other,Violent Crime,19.0,Yes
16669,16670,11-25-2021 13:00,Thane,556,CYBERCRIME,29.0,F,Poison,Other Crime,2.0,Yes
3332,3333,05-18-2020 20:00,Delhi,456,DRUG OFFENSE,59.0,M,Explosives,Other Crime,19.0,No
28062,28063,03-15-2023 06:00,Delhi,193,CYBERCRIME,64.0,F,Blunt Object,Other Crime,14.0,Yes
16877,16878,12-04-2021 05:00,Bangalore,575,CYBERCRIME,17.0,F,,Other Crime,12.0,No
28316,28317,03-25-2023 20:00,Lucknow,366,FIREARM OFFENSE,24.0,F,Poison,Fire Accident,5.0,No
12279,12280,05-26-2021 15:00,Bhopal,391,DRUG OFFENSE,59.0,F,Knife,Other Crime,18.0,No
25112,25113,11-12-2022 08:00,Srinagar,506,FRAUD,17.0,X,Poison,Other Crime,19.0,No
9650,9651,02-06-2021 02:00,Patna,414,ARSON,30.0,F,,Fire Accident,17.0,No
17843,17844,01-13-2022 11:00,Kanpur,318,SEXUAL ASSAULT,74.0,M,Blunt Object,Violent Crime,5.0,No
4336,4337,06-29-2020 16:00,Kalyan,285,SHOPLIFTING,50.0,F,Knife,Other Crime,10.0,Yes
40031,40032,07-25-2024 23:00,Delhi,588,VANDALISM,54.0,F,Other,Other Crime,16.0,No
9468,9469,01-29-2021 12:00,Ahmedabad,190,ARSON,21.0,F,Poison,Fire Accident,4.0,Yes
2502,2503,04-14-2020 06:00,Thane,519,VANDALISM,35.0,F,Knife,Other Crime,18.0,No
23895,23896,09-22-2022 15:00,Pune,408,EXTORTION,43.0,M,Explosives,Other Crime,3.0,No
22139,22140,07-11-2022 11:00,Varanasi,110,DOMESTIC VIOLENCE,41.0,M,Poison,Violent Crime,4.0,No
12450,12451,06-02-2021 18:00,Ghaziabad,365,FIREARM OFFENSE,59.0,F,Blunt Object,Fire Accident,2.0,No
27045,27046,01-31-2023 21:00,Hyderabad,391,FRAUD,34.0,M,Firearm,Other Crime,19.0,Yes
222,223,01-10-2020 06:00,Bangalore,570,FRAUD,55.0,F,Poison,Other Crime,11.0,No
18004,18005,01-20-2022 04:00,Bangalore,244,EXTORTION,65.0,X,Other,Other Crime,19.0,Yes
368,369,01-16-2020 08:00,Indore,151,ILLEGAL POSSESSION,46.0,F,Explosives,Other Crime,7.0,No
10635,10636,03-19-2021 03:00,Delhi,310,EXTORTION,11.0,F,Other,Other Crime,19.0,No
20926,20927,05-21-2022 22:00,Pune,136,ROBBERY,46.0,X,Blunt Object,Violent Crime,4.0,Yes
12564,12565,06-07-2021 12:00,Delhi,297,ARSON,30.0,F,Poison,Fire Accident,9.0,Yes
3235,3236,05-14-2020 19:00,Ahmedabad,244,DOMESTIC VIOLENCE,49.0,F,Poison,Violent Crime,3.0,Yes
8698,8699,12-28-2020 10:00,Bhopal,324,FRAUD,57.0,M,Poison,Other Crime,14.0,Yes
11093,11094,04-07-2021 05:00,Bangalore,255,ILLEGAL POSSESSION,44.0,M,,Other Crime,12.0,Yes
28505,28506,04-02-2023 17:00,Varanasi,164,VEHICLE - STOLEN,17.0,M,Knife,Violent Crime,8.0,Yes
18109,18110,01-24-2022 13:00,Delhi,296,SHOPLIFTING,63.0,X,Other,Other Crime,11.0,No
33685,33686,11-04-2023 13:00,Pune,503,DRUG OFFENSE,40.0,F,Blunt Object,Other Crime,16.0,Yes
39591,39592,07-07-2024 15:00,Ahmedabad,567,FIREARM OFFENSE,71.0,M,Explosives,Fire Accident,17.0,No
11929,11930,05-12-2021 01:00,Mumbai,436,ROBBERY,15.0,F,Poison,Violent Crime,13.0,No
31543,31544,08-07-2023 07:00,Mumbai,516,VEHICLE - STOLEN,36.0,F,,Violent Crime,11.0,No
18242,18243,01-30-2022 02:00,Delhi,217,KIDNAPPING,47.0,X,,Other Crime,9.0,No
19267,19268,03-13-2022 19:00,Hyderabad,580,COUNTERFEITING,25.0,F,Explosives,Other Crime,14.0,Yes
18912,18913,02-27-2022 00:00,Bangalore,280,HOMICIDE,24.0,X,Firearm,Other Crime,11.0,No
34771,34772,12-19-2023 19:00,Mumbai,289,HOMICIDE,45.0,F,Blunt Object,Other Crime,2.0,No
22611,22612,07-31-2022 03:00,Delhi,128,ASSAULT,64.9,X,,Violent Crime,28.9,No
12118,12119,05-19-2021 22:00,Chennai,301,PUBLIC INTOXICATION,40.0,F,Poison,Other Crime,17.0,No
6221,6222,09-16-2020 05:00,Meerut,518,IDENTITY THEFT,59.0,M,Other,Violent Crime,17.0,Yes
3354,3355,05-19-2020 18:00,Kalyan,154,SHOPLIFTING,68.0,F,Explosives,Other Crime,3.0,No
23922,23923,09-23-2022 18:00,Vasai,506,EXTORTION,52.900000000000006,F,Knife,Other Crime,31.9,Yes
7562,7563,11-11-2020 02:00,Kolkata,149,CYBERCRIME,58.0,F,Other,Other Crime,2.0,No
8051,8052,12-01-2020 11:00,Mumbai,171,KIDNAPPING,26.0,M,Other,Other Crime,15.0,Yes
6557,6558,09-30-2020 05:00,Ahmedabad,455,SEXUAL ASSAULT,14.0,F,Explosives,Violent Crime,12.0,Yes
25394,25395,11-24-2022 02:00,Delhi,591,DOMESTIC VIOLENCE,22.0,X,Other,Violent Crime,8.0,No
16979,16980,12-08-2021 11:00,Faridabad,459,DOMESTIC VIOLENCE,56.9,M,Firearm,Violent Crime,3.9,No
18224,18225,01-29-2022 08:00,Thane,119,EXTORTION,70.0,F,Other,Other Crime,16.0,No
32111,32112,08-30-2023 23:00,Delhi,426,PUBLIC INTOXICATION,65.0,F,Firearm,Other Crime,5.0,No
25201,25202,11-16-2022 01:00,Bhopal,115,HOMICIDE,69.0,F,Poison,Other Crime,6.0,Yes
2906,2907,05-01-2020 02:00,Lucknow,238,ARSON,72.0,F,,Fire Accident,13.0,No
32736,32737,09-26-2023 00:00,Kolkata,597,COUNTERFEITING,59.0,M,,Other Crime,15.0,Yes
34312,34313,11-30-2023 16:00,Chennai,178,EXTORTION,38.0,F,Other,Other Crime,5.0,Yes
39444,39445,07-01-2024 12:00,Meerut,323,PUBLIC INTOXICATION,44.0,M,Firearm,Other Crime,6.0,Yes
12049,12050,05-17-2021 01:00,Kolkata,201,CYBERCRIME,21.0,F,Blunt Object,Other Crime,19.0,Yes
34299,34300,11-30-2023 03:00,Pune,226,EXTORTION,53.900000000000006,M,Firearm,Other Crime,29.9,Yes
24561,24562,10-20-2022 09:00,Surat,425,DOMESTIC VIOLENCE,46.9,X,Firearm,Violent Crime,-3.1000000000000005,Yes
255,256,01-11-2020 15:00,Kolkata,581,PUBLIC INTOXICATION,76.0,M,Explosives,Other Crime,9.0,Yes
37138,37139,03-27-2024 10:00,Pune,322,ARSON,38.9,M,Other,Fire Accident,0.8999999999999995,Yes
24146,24147,10-03-2022 02:00,Mumbai,445,FRAUD,76.0,X,Firearm,Other Crime,11.0,Yes
7170,7171,10-25-2020 18:00,Bangalore,218,PUBLIC INTOXICATION,27.0,M,Other,Other Crime,8.0,No
22328,22329,07-19-2022 08:00,Mumbai,305,SHOPLIFTING,73.0,M,Other,Other Crime,19.0,Yes
5789,5790,08-29-2020 05:00,Mumbai,412,ILLEGAL POSSESSION,98.9,M,Poison,Other Crime,33.900000000000006,No
11763,11764,05-05-2021 03:00,Hyderabad,135,SHOPLIFTING,16.0,F,Explosives,Other Crime,14.0,No
5378,5379,08-12-2020 02:00,Delhi,515,COUNTERFEITING,52.0,F,Blunt Object,Other Crime,18.0,Yes
19644,19645,03-29-2022 12:00,Srinagar,156,ILLEGAL POSSESSION,70.0,F,Poison,Other Crime,19.0,No
27197,27198,02-07-2023 05:00,Bangalore,195,ILLEGAL POSSESSION,76.0,X,Other,Other Crime,4.0,Yes
39159,39160,06-19-2024 15:00,Delhi,395,EXTORTION,77.0,M,Other,Other Crime,16.0,No
16589,16590,11-22-2021 05:00,Mumbai,230,IDENTITY THEFT,63.0,F,Firearm,Violent Crime,6.0,Yes
23911,23912,09-23-2022 07:00,Kolkata,324,PUBLIC INTOXICATION,86.9,X,Other,Other Crime,37.900000000000006,Yes
21105,21106,05-29-2022 09:00,Delhi,278,COUNTERFEITING,43.0,X,Explosives,Other Crime,13.0,Yes
19930,19931,04-10-2022 10:00,Rajkot,343,VEHICLE - STOLEN,36.0,F,Firearm,Violent Crime,15.0,No
2490,2491,04-13-2020 18:00,Delhi,308,VEHICLE - STOLEN,20.0,F,Knife,Violent Crime,1.0,Yes
13888,13889,08-01-2021 16:00,Hyderabad,560,EXTORTION,27.0,F,,Other Crime,17.0,Yes
4155,4156,06-22-2020 03:00,Hyderabad,482,FRAUD,31.0,F,,Other Crime,13.0,Yes
34420,34421,12-05-2023 04:00,Mumbai,269,ARSON,41.0,F,Poison,Fire Accident,5.0,No
17273,17274,12-20-2021 17:00,Vasai,148,TRAFFIC VIOLATION,64.0,X,Other,Traffic Fatality,2.0,No
5701,5702,08-25-2020 13:00,Ludhiana,483,TRAFFIC VIOLATION,37.0,F,,Traffic Fatality,14.0,No
35337,35338,01-12-2024 09:00,Chennai,474,FRAUD,70.0,F,Explosives,Other Crime,11.0,No
32486,32487,09-15-2023 14:00,Hyderabad,543,TRAFFIC VIOLATION,42.0,M,Other,Traffic Fatality,19.0,No
4007,4008,06-15-2020 23:00,Ludhiana,568,COUNTERFEITING,46.9,F,Blunt Object,Other Crime,10.9,Yes
31742,31743,08-15-2023 14:00,Surat,103,BURGLARY,43.0,F,Other,Other Crime,1.0,No
10286,10287,03-04-2021 14:00,Kanpur,488,BURGLARY,39.0,F,Other,Other Crime,10.0,Yes
38969,38970,06-11-2024 17:00,Delhi,399,TRAFFIC VIOLATION,51.0,M,Other,Traffic Fatality,14.0,No
11528,11529,04-25-2021 08:00,Delhi,458,DRUG OFFENSE,78.0,F,Poison,Other Crime,4.0,No
37050,37051,03-23-2024 18:00,Jaipur,137,PUBLIC INTOXICATION,61.0,F,Poison,Other Crime,17.0,No
9019,9020,01-10-2021 19:00,Pune,444,COUNTERFEITING,12.0,M,Knife,Other Crime,15.0,No
26994,26995,01-29-2023 18:00,Kanpur,105,DRUG OFFENSE,28.0,F,Other,Other Crime,16.0,No
3276,3277,05-16-2020 12:00,Agra,205,ARSON,71.0,M,Knife,Fire Accident,14.0,No
38272,38273,05-13-2024 16:00,Ludhiana,363,SEXUAL ASSAULT,68.0,F,Explosives,Violent Crime,1.0,Yes
12635,12636,06-10-2021 11:00,Surat,183,EXTORTION,29.9,F,Explosives,Other Crime,8.899999999999999,Yes
25516,25517,11-29-2022 04:00,Surat,240,DRUG OFFENSE,46.0,F,,Other Crime,10.0,No
8620,8621,12-25-2020 04:00,Bangalore,133,ILLEGAL POSSESSION,65.0,F,Blunt Object,Other Crime,8.0,Yes
38688,38689,05-31-2024 00:00,Bhopal,482,SHOPLIFTING,63.0,F,Knife,Other Crime,7.0,Yes
39964,39965,07-23-2024 04:00,Ghaziabad,210,ROBBERY,25.0,F,Other,Violent Crime,15.0,Yes
33257,33258,10-17-2023 17:00,Surat,233,CYBERCRIME,57.0,F,Blunt Object,Other Crime,18.0,No
15398,15399,10-03-2021 14:00,Agra,564,ASSAULT,10.0,F,Knife,Violent Crime,18.0,No
22016,22017,07-06-2022 08:00,Ahmedabad,283,KIDNAPPING,44.0,X,Other,Other Crime,10.0,No
30725,30726,07-04-2023 05:00,Pune,129,EXTORTION,79.0,M,Knife,Other Crime,4.0,Yes
3062,3063,05-07-2020 14:00,Bhopal,297,ROBBERY,46.0,F,Blunt Object,Violent Crime,5.0,Yes
39801,39802,07-16-2024 09:00,Bangalore,575,COUNTERFEITING,78.0,M,,Other Crime,16.0,Yes
20542,20543,05-05-2022 22:00,Indore,415,ARSON,40.0,M,Poison,Fire Accident,4.0,Yes
3437,3438,05-23-2020 05:00,Mumbai,158,BURGLARY,61.0,F,Explosives,Other Crime,5.0,No
25013,25014,11-08-2022 05:00,Delhi,265,ARSON,36.0,F,Blunt Object,Fire Accident,4.0,Yes
2550,2551,04-16-2020 06:00,Thane,326,DOMESTIC VIOLENCE,64.0,F,Firearm,Violent Crime,18.0,No
15287,15288,09-28-2021 23:00,Jaipur,448,ROBBERY,54.0,F,Other,Violent Crime,10.0,Yes
37338,37339,04-04-2024 18:00,Ghaziabad,545,TRAFFIC VIOLATION,30.0,M,Other,Traffic Fatality,8.0,Yes
21008,21009,05-25-2022 08:00,Hyderabad,206,TRAFFIC VIOLATION,90.9,X,Firearm,Traffic Fatality,36.900000000000006,No
19438,19439,03-20-2022 22:00,Mumbai,451,CYBERCRIME,61.9,X,Other,Other Crime,-4.1000000000000005,No
17192,17193,12-17-2021 08:00,Kanpur,453,ARSON,10.0,X,Firearm,Fire Accident,16.0,No
15679,15680,10-15-2021 07:00,Surat,200,IDENTITY THEFT,15.0,F,,Violent Crime,8.0,Yes
5131,5132,08-01-2020 19:00,Indore,581,VANDALISM,34.0,M,Knife,Other Crime,7.0,Yes
18826,18827,02-23-2022 10:00,Lucknow,514,BURGLARY,23.9,X,Other,Other Crime,6.9,No
33336,33337,10-21-2023 00:00,Ghaziabad,382,CYBERCRIME,24.0,F,,Other Crime,3.0,No
20798,20799,05-16-2022 14:00,Mumbai,100,BURGLARY,68.0,M,Knife,Other Crime,18.0,No
44,45,01-02-2020 20:00,Kolkata,387,ARSON,44.0,F,Blunt Object,Fire Accident,10.0,Yes
11523,11524,04-25-2021 03:00,Delhi,316,SHOPLIFTING,35.0,F,,Other Crime,5.0,No
10099,10100,02-24-2021 19:00,Delhi,111,HOMICIDE,50.0,M,Knife,Other Crime,15.0,No
5151,5152,08-02-2020 15:00,Delhi,346,COUNTERFEITING,65.0,M,Blunt Object,Other Crime,7.0,No
23810,23811,09-19-2022 02:00,Bangalore,135,TRAFFIC VIOLATION,70.9,M,Explosives,Traffic Fatality,4.9,Yes
20323,20324,04-26-2022 19:00,Mumbai,481,SHOPLIFTING,30.0,F,Explosives,Other Crime,7.0,No
10335,10336,03-06-2021 15:00,Indore,255,VANDALISM,76.0,F,Knife,Other Crime,8.0,Yes
6614,6615,10-02-2020 14:00,Pune,265,BURGLARY,16.0,F,,Other Crime,12.0,Yes
35720,35721,01-28-2024 08:00,Jaipur,545,ROBBERY,10.0,F,Blunt Object,Violent Crime,9.0,Yes
18067,18068,01-22-2022 19:00,Kanpur,503,FRAUD,13.9,F,,Other Crime,4.9,No
19721,19722,04-01-2022 17:00,Mumbai,524,EXTORTION,28.0,M,Firearm,Other Crime,6.0,Yes
28887,28888,04-18-2023 15:00,Ahmedabad,397,ILLEGAL POSSESSION,25.0,X,Explosives,Other Crime,14.0,Yes
27796,27797,03-04-2023 04:00,Delhi,388,IDENTITY THEFT,47.0,F,Blunt Object,Violent Crime,17.0,No
4765,4766,07-17-2020 13:00,Varanasi,588,ILLEGAL POSSESSION,62.0,F,Firearm,Other Crime,9.0,No
28397,28398,03-29-2023 05:00,Delhi,166,COUNTERFEITING,63.0,M,Other,Other Crime,18.0,No
12223,12224,05-24-2021 07:00,Delhi,230,SEXUAL ASSAULT,50.0,F,Explosives,Violent Crime,9.0,Yes
6059,6060,09-09-2020 11:00,Kanpur,318,KIDNAPPING,46.0,F,Explosives,Other Crime,3.0,Yes
37683,37684,04-19-2024 03:00,Ahmedabad,510,EXTORTION,60.0,F,Poison,Other Crime,11.0,No
31181,31182,07-23-2023 05:00,Mumbai,538,ILLEGAL POSSESSION,27.0,M,Firearm,Other Crime,1.0,No
32895,32896,10-02-2023 15:00,Bhopal,444,CYBERCRIME,39.0,M,,Other Crime,4.0,No
16936,16937,12-06-2021 16:00,Kolkata,140,DRUG OFFENSE,55.0,X,Poison,Other Crime,18.0,Yes
12040,12041,05-16-2021 16:00,Nashik,228,IDENTITY THEFT,22.0,F,Other,Violent Crime,18.0,No
11472,11473,04-23-2021 00:00,Delhi,116,PUBLIC INTOXICATION,20.0,F,Knife,Other Crime,15.0,Yes
26108,26109,12-23-2022 20:00,Chennai,526,SHOPLIFTING,57.0,M,Firearm,Other Crime,12.0,No
39872,39873,07-19-2024 08:00,Patna,476,FRAUD,59.0,F,Blunt Object,Other Crime,3.0,No
13512,13513,07-17-2021 00:00,Vasai,404,CYBERCRIME,48.0,M,Explosives,Other Crime,8.0,Yes
4454,4455,07-04-2020 14:00,Ludhiana,390,FIREARM OFFENSE,55.0,F,,Fire Accident,14.0,Yes
21817,21818,06-28-2022 01:00,Delhi,489,ASSAULT,34.0,X,Explosives,Violent Crime,5.0,No
2870,2871,04-29-2020 14:00,Nagpur,530,ILLEGAL POSSESSION,59.0,F,Knife,Other Crime,13.0,Yes
14837,14838,09-10-2021 05:00,Pune,280,FRAUD,71.0,M,Blunt Object,Other Crime,16.0,Yes
14497,14498,08-27-2021 01:00,Nagpur,190,VEHICLE - STOLEN,11.0,M,Explosives,Violent Crime,17.0,Yes
28225,28226,03-22-2023 01:00,Kolkata,154,SHOPLIFTING,12.0,F,Knife,Other Crime,19.0,No
33274,33275,10-18-2023 10:00,Ludhiana,429,VEHICLE - STOLEN,62.0,M,Other,Violent Crime,13.0,No
14988,14989,09-16-2021 12:00,Delhi,456,VANDALISM,40.0,F,Explosives,Other Crime,3.0,No
13394,13395,07-12-2021 02:00,Vasai,174,PUBLIC INTOXICATION,17.0,M,Blunt Object,Other Crime,3.0,Yes
29368,29369,05-08-2023 16:00,Chennai,310,FRAUD,25.0,F,Knife,Other Crime,13.0,No
